date_time,origin,destination,distance_km,weather,is_weekend,is_rush_hour,traffic_volume,temperature_c,average_speed_kmh,travel_time_minutes,delay_minutes
2023-01-01 14:00:00,Jl. Sudirman (MTQ),Kantor Gubernur,4.5,Cerah,1,0,1069,33.6,36.92,7.31,1.91
2023-01-01 14:00:00,Panam (UNRI),Simpang SKA,5.2,Mendung,1,0,1166,28.7,34.16,9.13,2.89
2023-01-01 14:00:00,Pandau,Simpang Tiga,6.0,Cerah,1,0,1411,31.9,34.2,10.52,3.32
2023-01-01 14:00:00,Pasar Pusat,Rumbai,7.0,Cerah,1,0,1716,31.1,34.41,12.21,3.81
2023-01-01 14:00:00,Simpang SKA,Bandara SSK II,8.5,Mendung,1,0,1944,30.5,33.28,15.33,5.13
2023-01-01 15:00:00,Harapan Raya,Sudirman,3.8,Mendung,1,0,1020,29.3,21.13,10.79,6.23
2023-01-01 15:00:00,Jl. Sudirman (MTQ),Kantor Gubernur,4.5,Cerah,1,0,1189,33.8,25.47,10.6,5.2
2023-01-01 15:00:00,Panam (UNRI),Simpang SKA,5.2,Cerah,1,0,1395,34.2,24.77,12.6,6.36
2023-01-01 15:00:00,Pandau,Simpang Tiga,6.0,Cerah,1,0,1729,31.0,26.12,13.79,6.59
2023-01-01 15:00:00,Pasar Pusat,Rumbai,7.0,Cerah,1,0,1949,32.7,25.99,16.16,7.76
2023-01-01 15:00:00,Simpang SKA,Bandara SSK II,8.5,Mendung,1,0,2344,30.7,22.75,22.42,12.22
2023-01-01 16:00:00,Harapan Raya,Sudirman,3.8,Mendung,1,1,1094,29.0,20.87,10.93,6.37
2023-01-01 16:00:00,Jl. Sudirman (MTQ),Kantor Gubernur,4.5,Cerah,1,1,1451,34.4,24.57,10.99,5.59
2023-01-01 16:00:00,Panam (UNRI),Simpang SKA,5.2,Cerah,1,1,1587,32.0,26.82,11.63,5.39
2023-01-01 16:00:00,Pandau,Simpang Tiga,6.0,Cerah,1,1,1842,31.5,25.98,13.86,6.66
2023-01-01 16:00:00,Pasar Pusat,Rumbai,7.0,Cerah,1,1,2069,34.3,24.49,17.15,8.75
2023-01-01 16:00:00,Simpang SKA,Bandara SSK II,8.5,Mendung,1,1,2677,29.6,24.16,21.1,10.9
2023-01-01 17:00:00,Harapan Raya,Sudirman,3.8,Mendung,1,1,1175,30.6,24.69,9.23,4.67
2023-01-01 17:00:00,Jl. Sudirman (MTQ),Kantor Gubernur,4.5,Cerah,1,1,1556,31.1,24.75,10.91,5.51
2023-01-01 17:00:00,Panam (UNRI),Simpang SKA,5.2,Cerah,1,1,1763,31.7,25.97,12.01,5.77
2023-01-01 17:00:00,Pandau,Simpang Tiga,6.0,Hujan Lebat,1,1,1798,24.3,10.7,33.65,26.45
2023-01-01 17:00:00,Pasar Pusat,Rumbai,7.0,Cerah,1,1,2372,31.7,23.07,18.21,9.81
2023-01-01 17:00:00,Simpang SKA,Bandara SSK II,8.5,Cerah,1,1,3069,33.1,26.21,19.46,9.26
2023-01-01 18:00:00,Harapan Raya,Sudirman,3.8,Mendung,1,1,1205,29.9,22.96,9.93,5.37
2023-01-01 18:00:00,Jl. Sudirman (MTQ),Kantor Gubernur,4.5,Cerah,1,1,1342,33.3,26.35,10.25,4.85
2023-01-01 18:00:00,Panam (UNRI),Simpang SKA,5.2,Cerah,1,1,1418,32.3,25.72,12.13,5.89
2023-01-01 18:00:00,Pandau,Simpang Tiga,6.0,Hujan Lebat,1,1,1856,26.0,10.03,35.9,28.7
2023-01-01 18:00:00,Pasar Pusat,Rumbai,7.0,Cerah,1,1,2302,33.1,23.04,18.23,9.83
2023-01-01 18:00:00,Simpang SKA,Bandara SSK II,8.5,Mendung,1,1,2533,29.4,22.43,22.74,12.54
2023-01-01 19:00:00,Harapan Raya,Sudirman,3.8,Hujan Ringan,1,1,1035,27.8,16.54,13.78,9.22
2023-01-01 19:00:00,Jl. Sudirman (MTQ),Kantor Gubernur,4.5,Cerah,1,1,1118,31.8,35.85,7.53,2.13
2023-01-01 19:00:00,Panam (UNRI),Simpang SKA,5.2,Cerah,1,1,1441,33.0,24.98,12.49,6.25
2023-01-01 19:00:00,Pandau,Simpang Tiga,6.0,Hujan Lebat,1,1,1702,24.1,7.34,49.05,41.85
2023-01-01 19:00:00,Pasar Pusat,Rumbai,7.0,Cerah,1,1,1868,32.2,25.67,16.36,7.96
2023-01-01 19:00:00,Simpang SKA,Bandara SSK II,8.5,Mendung,1,1,2125,28.3,33.87,15.06,4.86
2023-01-01 20:00:00,Harapan Raya,Sudirman,3.8,Hujan Ringan,1,0,842,26.7,26.23,8.69,4.13
2023-01-01 20:00:00,Jl. Sudirman (MTQ),Kantor Gubernur,4.5,Cerah,1,0,1010,32.8,34.7,7.78,2.38
2023-01-01 20:00:00,Panam (UNRI),Simpang SKA,5.2,Cerah,1,0,1125,33.8,33.95,9.19,2.95
2023-01-01 20:00:00,Pandau,Simpang Tiga,6.0,Cerah,1,0,1242,33.0,33.92,10.61,3.41
2023-01-01 20:00:00,Pasar Pusat,Rumbai,7.0,Cerah,1,0,1583,31.7,33.25,12.63,4.23
2023-01-01 20:00:00,Simpang SKA,Bandara SSK II,8.5,Mendung,1,0,1945,30.0,33.25,15.34,5.14
2023-01-01 21:00:00,Harapan Raya,Sudirman,3.8,Hujan Ringan,1,0,626,26.4,37.91,6.01,1.45
2023-01-01 21:00:00,Jl. Sudirman (MTQ),Kantor Gubernur,4.5,Cerah,1,0,724,31.3,45.86,5.89,0.49
2023-01-01 21:00:00,Panam (UNRI),Simpang SKA,5.2,Cerah,1,0,836,34.5,44.79,6.97,0.73
2023-01-01 21:00:00,Pandau,Simpang Tiga,6.0,Cerah,1,0,914,32.7,44.31,8.12,0.92
2023-01-01 21:00:00,Pasar Pusat,Rumbai,7.0,Cerah,1,0,1052,34.0,44.42,9.46,1.06
2023-01-01 21:00:00,Simpang SKA,Bandara SSK II,8.5,Mendung,1,0,1172,29.5,48.55,10.51,0.31
2023-01-01 22:00:00,Harapan Raya,Sudirman,3.8,Hujan Ringan,1,0,361,27.4,41.8,5.45,0.89
2023-01-01 22:00:00,Jl. Sudirman (MTQ),Kantor Gubernur,4.5,Mendung,1,0,430,29.8,47.74,5.66,0.26
2023-01-01 22:00:00,Panam (UNRI),Simpang SKA,5.2,Cerah,1,0,482,32.9,50.0,6.24,0.0
2023-01-01 22:00:00,Pandau,Simpang Tiga,6.0,Cerah,1,0,491,31.1,50.0,7.2,0.0
2023-01-01 22:00:00,Pasar Pusat,Rumbai,7.0,Cerah,1,0,646,33.5,50.0,8.4,0.0
2023-01-01 22:00:00,Simpang SKA,Bandara SSK II,8.5,Hujan Ringan,1,0,717,26.2,43.38,11.76,1.56
2023-01-01 23:00:00,Harapan Raya,Sudirman,3.8,Hujan Ringan,1,0,108,27.2,42.28,5.39,0.83
2023-01-01 23:00:00,Jl. Sudirman (MTQ),Kantor Gubernur,4.5,Hujan Ringan,1,0,136,26.0,41.15,6.56,1.16
2023-01-01 23:00:00,Panam (UNRI),Simpang SKA,5.2,Hujan Ringan,1,0,148,27.7,43.76,7.13,0.89
2023-01-01 23:00:00,Pandau,Simpang Tiga,6.0,Cerah,1,0,173,32.7,50.0,7.2,0.0
2023-01-01 23:00:00,Pasar Pusat,Rumbai,7.0,Cerah,1,0,194,33.9,50.0,8.4,0.0
2023-01-01 23:00:00,Simpang SKA,Bandara SSK II,8.5,Hujan Ringan,1,0,266,28.0,41.94,12.16,1.96
2023-01-02 00:00:00,Harapan Raya,Sudirman,3.8,Hujan Ringan,0,0,108,26.6,43.98,5.18,0.62
2023-01-02 00:00:00,Jl. Sudirman (MTQ),Kantor Gubernur,4.5,Hujan Ringan,0,0,136,27.3,40.67,6.64,1.24
2023-01-02 00:00:00,Panam (UNRI),Simpang SKA,5.2,Hujan Ringan,0,0,171,27.7,41.23,7.57,1.33
2023-01-02 00:00:00,Pandau,Simpang Tiga,6.0,Cerah,0,0,179,33.4,50.0,7.2,0.0
2023-01-02 00:00:00,Pasar Pusat,Rumbai,7.0,Cerah,0,0,212,32.5,50.0,8.4,0.0
2023-01-02 00:00:00,Simpang SKA,Bandara SSK II,8.5,Hujan Ringan,0,0,244,26.1,43.01,11.86,1.66
2023-01-02 01:00:00,Harapan Raya,Sudirman,3.8,Hujan Ringan,0,0,51,26.6,42.62,5.35,0.79
2023-01-02 01:00:00,Jl. Sudirman (MTQ),Kantor Gubernur,4.5,Hujan Ringan,0,0,70,27.7,43.24,6.24,0.84
2023-01-02 01:00:00,Panam (UNRI),Simpang SKA,5.2,Hujan Ringan,0,0,82,26.5,43.41,7.19,0.95
2023-01-02 01:00:00,Pandau,Simpang Tiga,6.0,Cerah,0,0,85,32.4,50.0,7.2,0.0
2023-01-02 01:00:00,Pasar Pusat,Rumbai,7.0,Cerah,0,0,114,32.9,50.0,8.4,0.0
2023-01-02 01:00:00,Simpang SKA,Bandara SSK II,8.5,Hujan Ringan,0,0,117,27.7,42.51,12.0,1.8
2023-01-02 02:00:00,Harapan Raya,Sudirman,3.8,Hujan Ringan,0,0,61,26.5,41.49,5.5,0.94
2023-01-02 02:00:00,Jl. Sudirman (MTQ),Kantor Gubernur,4.5,Mendung,0,0,62,29.5,48.49,5.57,0.17
2023-01-02 02:00:00,Panam (UNRI),Simpang SKA,5.2,Hujan Ringan,0,0,84,27.3,40.93,7.62,1.38
2023-01-02 02:00:00,Pandau,Simpang Tiga,6.0,Cerah,0,0,88,33.2,50.0,7.2,0.0
2023-01-02 02:00:00,Pasar Pusat,Rumbai,7.0,Cerah,0,0,107,34.3,50.0,8.4,0.0
2023-01-02 02:00:00,Simpang SKA,Bandara SSK II,8.5,Cerah,0,0,126,34.1,50.0,10.2,0.0
2023-01-02 03:00:00,Harapan Raya,Sudirman,3.8,Hujan Ringan,0,0,51,27.9,40.65,5.61,1.05
2023-01-02 03:00:00,Jl. Sudirman (MTQ),Kantor Gubernur,4.5,Mendung,0,0,67,29.9,48.4,5.58,0.18
2023-01-02 03:00:00,Panam (UNRI),Simpang SKA,5.2,Hujan Ringan,0,0,81,27.6,42.82,7.29,1.05
2023-01-02 03:00:00,Pandau,Simpang Tiga,6.0,Cerah,0,0,82,34.8,50.0,7.2,0.0
2023-01-02 03:00:00,Pasar Pusat,Rumbai,7.0,Hujan Ringan,0,0,108,26.3,41.11,10.22,1.82
2023-01-02 03:00:00,Simpang SKA,Bandara SSK II,8.5,Cerah,0,0,128,34.4,50.0,10.2,0.0
2023-01-02 04:00:00,Harapan Raya,Sudirman,3.8,Hujan Ringan,0,0,104,27.0,43.14,5.28,0.72
2023-01-02 04:00:00,Jl. Sudirman (MTQ),Kantor Gubernur,4.5,Mendung,0,0,135,28.4,48.32,5.59,0.19
2023-01-02 04:00:00,Panam (UNRI),Simpang SKA,5.2,Hujan Ringan,0,0,160,26.9,40.11,7.78,1.54
2023-01-02 04:00:00,Pandau,Simpang Tiga,6.0,Cerah,0,0,183,34.4,50.0,7.2,0.0
2023-01-02 04:00:00,Pasar Pusat,Rumbai,7.0,Hujan Ringan,0,0,227,26.7,41.87,10.03,1.63
2023-01-02 04:00:00,Simpang SKA,Bandara SSK II,8.5,Cerah,0,0,242,32.3,50.0,10.2,0.0
2023-01-02 05:00:00,Harapan Raya,Sudirman,3.8,Cerah,0,0,308,31.7,50.0,4.56,0.0
2023-01-02 05:00:00,Jl. Sudirman (MTQ),Kantor Gubernur,4.5,Mendung,0,0,364,29.0,47.45,5.69,0.29
2023-01-02 05:00:00,Panam (UNRI),Simpang SKA,5.2,Cerah,0,0,499,34.0,50.0,6.24,0.0
2023-01-02 05:00:00,Pandau,Simpang Tiga,6.0,Cerah,0,0,586,34.9,50.0,7.2,0.0
2023-01-02 05:00:00,Pasar Pusat,Rumbai,7.0,Hujan Ringan,0,0,688,27.1,41.9,10.02,1.62
2023-01-02 05:00:00,Simpang SKA,Bandara SSK II,8.5,Cerah,0,0,757,34.0,50.0,10.2,0.0
2023-01-02 06:00:00,Harapan Raya,Sudirman,3.8,Cerah,0,0,822,32.3,33.3,6.85,2.29
2023-01-02 06:00:00,Jl. Sudirman (MTQ),Kantor Gubernur,4.5,Mendung,0,0,887,29.7,43.28,6.24,0.84
2023-01-02 06:00:00,Panam (UNRI),Simpang SKA,5.2,Mendung,0,0,985,29.2,42.69,7.31,1.07
2023-01-02 06:00:00,Pandau,Simpang Tiga,6.0,Mendung,0,0,1336,29.2,33.53,10.74,3.54
2023-01-02 06:00:00,Pasar Pusat,Rumbai,7.0,Hujan Ringan,0,0,1573,27.9,28.8,14.58,6.18
2023-01-02 06:00:00,Simpang SKA,Bandara SSK II,8.5,Mendung,0,0,1713,28.2,30.84,16.53,6.33
2023-01-02 07:00:00,Harapan Raya,Sudirman,3.8,Cerah,0,1,1146,34.7,23.58,9.67,5.11
2023-01-02 07:00:00,Jl. Sudirman (MTQ),Kantor Gubernur,4.5,Mendung,0,1,1245,28.4,23.92,11.29,5.89
2023-01-02 07:00:00,Panam (UNRI),Simpang SKA,5.2,Mendung,0,1,1435,30.9,23.86,13.08,6.84
2023-01-02 07:00:00,Pandau,Simpang Tiga,6.0,Mendung,0,1,1721,29.7,22.75,15.82,8.62
2023-01-02 07:00:00,Pasar Pusat,Rumbai,7.0,Cerah,0,1,1999,32.1,23.83,17.63,9.23
2023-01-02 07:00:00,Simpang SKA,Bandara SSK II,8.5,Mendung,0,1,2683,30.8,21.88,23.31,13.11
2023-01-02 08:00:00,Harapan Raya,Sudirman,3.8,Cerah,0,1,1050,31.9,23.14,9.85,5.29
2023-01-02 08:00:00,Jl. Sudirman (MTQ),Kantor Gubernur,4.5,Cerah,0,1,1170,34.3,23.57,11.46,6.06
2023-01-02 08:00:00,Panam (UNRI),Simpang SKA,5.2,Mendung,0,1,1279,29.5,32.57,9.58,3.34
2023-01-02 08:00:00,Pandau,Simpang Tiga,6.0,Mendung,0,1,1729,29.6,23.8,15.12,7.92
2023-01-02 08:00:00,Pasar Pusat,Rumbai,7.0,Cerah,0,1,1775,34.0,26.6,15.79,7.39
2023-01-02 08:00:00,Simpang SKA,Bandara SSK II,8.5,Mendung,0,1,2523,30.9,24.2,21.07,10.87
2023-01-02 09:00:00,Harapan Raya,Sudirman,3.8,Cerah,0,0,795,33.1,34.33,6.64,2.08
2023-01-02 09:00:00,Jl. Sudirman (MTQ),Kantor Gubernur,4.5,Cerah,0,0,947,32.6,35.43,7.62,2.22
2023-01-02 09:00:00,Panam (UNRI),Simpang SKA,5.2,Mendung,0,0,1081,28.2,33.88,9.21,2.97
2023-01-02 09:00:00,Pandau,Simpang Tiga,6.0,Cerah,0,0,1327,32.7,34.71,10.37,3.17
2023-01-02 09:00:00,Pasar Pusat,Rumbai,7.0,Cerah,0,0,1349,33.3,44.18,9.51,1.11
2023-01-02 09:00:00,Simpang SKA,Bandara SSK II,8.5,Mendung,0,0,1877,28.3,32.85,15.53,5.33
2023-01-02 10:00:00,Harapan Raya,Sudirman,3.8,Cerah,0,0,711,32.8,44.72,5.1,0.54
2023-01-02 10:00:00,Jl. Sudirman (MTQ),Kantor Gubernur,4.5,Cerah,0,0,801,31.1,45.57,5.93,0.53
2023-01-02 10:00:00,Panam (UNRI),Simpang SKA,5.2,Hujan Ringan,0,0,859,26.6,36.97,8.44,2.2
2023-01-02 10:00:00,Pandau,Simpang Tiga,6.0,Cerah,0,0,989,34.3,45.48,7.92,0.72
2023-01-02 10:00:00,Pasar Pusat,Rumbai,7.0,Cerah,0,0,1340,32.6,44.18,9.51,1.11
2023-01-02 10:00:00,Simpang SKA,Bandara SSK II,8.5,Cerah,0,0,1391,33.4,45.01,11.33,1.13
2023-01-02 11:00:00,Harapan Raya,Sudirman,3.8,Cerah,0,0,705,32.1,44.05,5.18,0.62
2023-01-02 11:00:00,Jl. Sudirman (MTQ),Kantor Gubernur,4.5,Cerah,0,0,867,33.3,44.12,6.12,0.72
2023-01-02 11:00:00,Panam (UNRI),Simpang SKA,5.2,Hujan Ringan,0,0,947,27.5,38.57,8.09,1.85
2023-01-02 11:00:00,Pandau,Simpang Tiga,6.0,Cerah,0,0,1093,31.0,44.3,8.13,0.93
2023-01-02 11:00:00,Pasar Pusat,Rumbai,7.0,Hujan Ringan,0,0,1273,27.1,36.47,11.52,3.12
2023-01-02 11:00:00,Simpang SKA,Bandara SSK II,8.5,Cerah,0,0,1593,35.0,45.2,11.28,1.08
2023-01-02 12:00:00,Harapan Raya,Sudirman,3.8,Cerah,0,1,1063,35.0,24.63,9.26,4.7
2023-01-02 12:00:00,Jl. Sudirman (MTQ),Kantor Gubernur,4.5,Mendung,0,1,1233,28.3,24.76,10.9,5.5
2023-01-02 12:00:00,Panam (UNRI),Simpang SKA,5.2,Hujan Ringan,0,1,1533,26.4,16.47,18.95,12.71
2023-01-02 12:00:00,Pandau,Simpang Tiga,6.0,Cerah,0,1,1513,33.4,25.64,14.04,6.84
2023-01-02 12:00:00,Pasar Pusat,Rumbai,7.0,Hujan Ringan,0,1,1986,27.5,16.78,25.03,16.63
2023-01-02 12:00:00,Simpang SKA,Bandara SSK II,8.5,Cerah,0,1,2311,33.3,25.77,19.79,9.59
